Student_ID,Age,Prior_Knowledge,Current_Mastery,Quiz_Score,Assignment_Score,Study_Time_Hours,Difficulty_Preference,Learning_Speed,Interest_Level,Concept_Completed,Concept_Current,Concept_Next,Mastery_Growth,Completion_Time,Learning_Objective
S01166,25,0.596,0.359,36.9,45.3,4.1,Easy,Fast,5,Lists & Collections,Dictionaries,File I/O,0.397,7.2,Deep Learning
S01167,31,0.347,0.382,30.7,45.1,7.1,Medium,Average,5,Functions,Strings,Lists & Collections,0.493,7.9,Deep Learning
S01168,23,0.334,0.749,61.6,57.4,20.2,Hard,Average,4,Recursion,Algorithms,Complexity Analysis,0.862,8.4,Deep Learning
S01169,23,0.3,0.3,28.2,33.6,7.9,Easy,Average,5,Lists & Collections,Dictionaries,File I/O,0.527,10.8,Deep Learning
S01170,28,0.403,0.758,92.1,82.1,12.7,Easy,Fast,4,Strings,Lists & Collections,Dictionaries,0.655,5.1,Deep Learning
S01171,26,0.775,0.981,100.0,100.0,22.8,Hard,Average,4,Pandas,Data Visualization,Statistics,0.971,7.3,Deep Learning
S01172,17,0.533,0.472,55.4,62.1,3.5,Medium,Average,1,Functions,Strings,Lists & Collections,0.301,9.6,Deep Learning
S01173,28,0.092,0.543,65.5,51.7,13.2,Medium,Average,5,File I/O,Error Handling,OOP,0.673,10.5,Deep Learning
S01174,24,0.481,0.475,53.0,50.6,7.8,Easy,Average,1,Strings,Lists & Collections,Dictionaries,0.402,9.0,Deep Learning
S01175,18,0.562,0.737,79.0,70.6,30.0,Medium,Average,1,Data Structures,Recursion,Algorithms,1.0,8.7,Deep Learning
S01176,19,0.325,0.686,66.4,56.4,12.7,Easy,Average,5,Dictionaries,File I/O,Error Handling,0.613,5.9,Deep Learning
S01177,16,0.456,0.445,49.3,49.4,4.9,Hard,Average,4,Loops,Functions,Strings,0.195,11.5,Deep Learning
S01178,16,0.372,0.534,62.8,39.8,12.1,Easy,Fast,5,Error Handling,OOP,Data Structures,0.613,4.9,Deep Learning
S01179,36,0.448,0.545,53.0,67.6,9.0,Medium,Average,5,File I/O,Error Handling,OOP,0.607,8.4,Deep Learning
S01180,21,0.204,0.357,35.9,27.6,8.2,Hard,Slow,5,Operators,Conditionals,Loops,0.424,9.4,Deep Learning
S01181,21,0.144,0.412,50.1,36.1,5.9,Medium,Average,1,Strings,Lists & Collections,Dictionaries,0.346,10.4,Deep Learning
S01182,24,0.269,0.466,50.4,54.5,4.3,Hard,Average,4,Operators,Conditionals,Loops,0.33,9.9,Deep Learning
S01183,19,0.622,0.714,62.2,63.7,6.9,Hard,Fast,5,Conditionals,Loops,Functions,0.454,5.5,Deep Learning
S01184,24,0.639,0.631,58.8,60.1,5.7,Easy,Average,5,Dictionaries,File I/O,Error Handling,0.357,10.7,Deep Learning
S01185,29,0.706,0.541,62.1,72.4,8.3,Easy,Average,1,Recursion,Algorithms,Complexity Analysis,0.297,15.8,Deep Learning
S01186,31,0.278,0.427,46.6,33.2,5.7,Easy,Average,3,Dictionaries,File I/O,Error Handling,0.414,12.3,Deep Learning
S01187,23,0.093,0.308,18.7,41.5,7.7,Easy,Fast,5,Operators,Conditionals,Loops,0.51,5.6,Deep Learning
S01188,27,0.361,0.453,47.7,38.0,4.0,Medium,Fast,1,Dictionaries,File I/O,Error Handling,0.242,8.0,Deep Learning
S01189,16,0.241,0.441,44.0,38.5,10.4,Medium,Average,5,Lists & Collections,Dictionaries,File I/O,0.593,9.1,Deep Learning
S01190,17,0.138,0.406,45.2,48.6,6.3,Medium,Average,3,Data Types,Operators,Conditionals,0.389,7.9,Deep Learning
S01191,34,0.331,0.719,70.1,79.6,12.0,Medium,Fast,5,Error Handling,OOP,Data Structures,0.766,5.4,Deep Learning
S01192,23,0.239,0.576,62.9,47.4,10.1,Medium,Average,2,Conditionals,Loops,Functions,0.494,10.6,Deep Learning
S01193,23,0.252,0.281,30.7,25.4,10.7,Medium,Slow,4,File I/O,Error Handling,OOP,0.696,11.3,Deep Learning
S01194,28,0.257,0.585,57.0,68.0,17.4,Hard,Slow,4,Data Structures,Recursion,Algorithms,0.773,8.8,Deep Learning
S01195,18,0.703,0.642,69.3,68.9,8.4,Hard,Slow,3,Recursion,Algorithms,Complexity Analysis,0.436,17.0,Deep Learning
S01196,18,0.738,0.375,38.6,42.9,8.9,Easy,Fast,5,Recursion,Algorithms,Complexity Analysis,0.532,6.7,Deep Learning
S01197,24,0.373,0.395,33.0,41.1,4.6,Medium,Fast,4,Strings,Lists & Collections,Dictionaries,0.367,7.2,Deep Learning
S01198,27,0.35,0.358,33.2,50.6,4.7,Medium,Average,1,Conditionals,Loops,Functions,0.241,9.6,Deep Learning
S01199,17,0.274,0.328,32.1,34.4,2.4,Easy,Fast,5,Variables,Data Types,Operators,0.366,5.1,Deep Learning
S01200,16,0.5,0.49,47.5,44.2,2.5,Medium,Slow,3,Error Handling,OOP,Data Structures,0.339,15.3,Deep Learning
S01201,16,0.325,0.635,75.3,75.7,20.3,Easy,Average,3,Algorithms,Complexity Analysis,NumPy,0.696,8.2,Deep Learning
S01202,23,0.136,0.531,44.8,55.2,9.2,Medium,Fast,4,Strings,Lists & Collections,Dictionaries,0.55,6.6,Deep Learning
S01203,20,0.242,0.356,42.3,32.3,3.7,Easy,Average,5,Operators,Conditionals,Loops,0.432,8.2,Deep Learning
S01204,32,0.693,0.708,71.8,72.5,12.4,Hard,Average,3,Data Structures,Recursion,Algorithms,0.65,8.5,Deep Learning
S01205,19,0.239,0.662,75.8,80.2,12.5,Easy,Average,4,Strings,Lists & Collections,Dictionaries,0.694,3.0,Deep Learning
S01206,26,0.302,0.282,32.2,31.1,4.7,Easy,Average,3,Loops,Functions,Strings,0.402,6.8,Deep Learning
S01207,16,0.179,0.283,23.3,20.5,10.2,Easy,Slow,1,Strings,Lists & Collections,Dictionaries,0.495,9.8,Deep Learning
S01208,20,0.162,0.381,40.9,40.9,6.2,Hard,Slow,2,Operators,Conditionals,Loops,0.26,15.8,Deep Learning
S01209,22,0.4,0.566,56.9,64.2,8.8,Medium,Fast,2,File I/O,Error Handling,OOP,0.47,8.3,Deep Learning
S01210,27,0.596,0.7,72.9,76.4,22.1,Medium,Fast,2,Data Visualization,Statistics,ML Basics,0.905,7.2,Deep Learning
S01211,26,0.224,0.484,48.8,35.5,10.4,Easy,Fast,2,Lists & Collections,Dictionaries,File I/O,0.588,7.5,Deep Learning
S01212,28,0.43,0.582,65.7,58.7,11.4,Medium,Average,2,Data Structures,Recursion,Algorithms,0.639,7.2,Deep Learning
S01213,36,0.595,0.466,36.1,61.3,6.4,Easy,Fast,4,Recursion,Algorithms,Complexity Analysis,0.308,9.2,Deep Learning
S01214,25,0.582,0.525,38.7,42.9,11.4,Medium,Average,2,OOP,Data Structures,Recursion,0.535,13.2,Deep Learning
S01215,23,0.389,0.31,34.6,41.5,3.3,Medium,Average,5,Lists & Collections,Dictionaries,File I/O,0.321,11.8,Deep Learning
S01216,21,0.103,0.568,61.6,66.1,14.4,Easy,Slow,4,Strings,Lists & Collections,Dictionaries,0.722,6.8,Deep Learning
S01217,26,0.581,0.614,67.4,60.4,12.4,Easy,Slow,4,Error Handling,OOP,Data Structures,0.627,11.1,Deep Learning
S01218,29,0.155,0.383,39.3,39.8,4.3,Hard,Average,1,Operators,Conditionals,Loops,0.344,5.6,Deep Learning
S01219,25,0.316,0.609,70.3,68.5,8.5,Medium,Fast,3,Error Handling,OOP,Data Structures,0.578,6.1,Deep Learning
S01220,30,0.716,0.537,47.1,41.8,11.1,Medium,Slow,5,Data Structures,Recursion,Algorithms,0.583,16.4,Deep Learning
S01221,31,0.373,0.717,73.9,68.6,27.3,Medium,Average,2,OOP,Data Structures,Recursion,0.97,10.6,Deep Learning
S01222,25,0.734,0.704,73.1,80.3,5.8,Easy,Fast,3,Dictionaries,File I/O,Error Handling,0.416,4.4,Deep Learning
S01223,23,0.331,0.689,70.4,69.1,14.2,Medium,Slow,2,Lists & Collections,Dictionaries,File I/O,0.679,8.0,Deep Learning
S01224,19,0.456,0.617,64.8,50.1,6.2,Medium,Fast,1,Conditionals,Loops,Functions,0.378,5.7,Deep Learning
S01225,22,0.401,0.531,61.3,57.7,7.9,Medium,Average,1,Lists & Collections,Dictionaries,File I/O,0.484,10.9,Deep Learning
S01226,22,0.314,0.735,74.1,74.0,12.9,Hard,Fast,4,Strings,Lists & Collections,Dictionaries,0.586,3.1,Deep Learning
S01227,27,0.221,0.448,54.0,63.6,9.9,Medium,Slow,5,Lists & Collections,Dictionaries,File I/O,0.605,13.0,Deep Learning
S01228,25,0.497,0.823,82.0,75.8,19.4,Easy,Slow,5,Complexity Analysis,NumPy,Pandas,0.855,9.3,Deep Learning
S01229,29,0.104,0.372,46.5,20.0,3.5,Hard,Average,3,Operators,Conditionals,Loops,0.182,12.9,Deep Learning
S01230,33,0.023,0.752,87.3,88.2,19.9,Medium,Average,5,Functions,Strings,Lists & Collections,0.893,9.8,Deep Learning
S01231,32,0.74,0.506,44.4,53.7,3.4,Medium,Average,3,Data Structures,Recursion,Algorithms,0.366,12.0,Deep Learning
S01232,33,0.233,0.49,43.5,73.2,9.9,Medium,Fast,1,Error Handling,OOP,Data Structures,0.59,6.4,Deep Learning
S01233,16,0.408,0.581,59.6,63.5,7.5,Easy,Fast,4,Functions,Strings,Lists & Collections,0.581,4.0,Deep Learning
S01234,20,0.111,0.263,29.2,20.7,3.0,Medium,Fast,3,Conditionals,Loops,Functions,0.297,6.1,Deep Learning
S01235,30,0.515,0.414,48.8,52.3,3.2,Medium,Slow,5,Conditionals,Loops,Functions,0.338,12.3,Deep Learning
S01236,23,0.338,0.392,34.1,58.5,6.9,Easy,Average,4,Recursion,Algorithms,Complexity Analysis,0.484,10.8,Deep Learning
S01237,38,0.919,0.65,62.5,51.3,7.6,Easy,Slow,2,Complexity Analysis,NumPy,Pandas,0.425,12.6,Deep Learning
S01238,29,0.1,0.455,21.8,43.1,5.3,Hard,Average,3,Data Types,Operators,Conditionals,0.212,9.5,Deep Learning
S01239,30,0.272,0.784,79.7,78.0,22.3,Easy,Fast,1,Recursion,Algorithms,Complexity Analysis,0.802,8.1,Deep Learning
S01240,30,0.305,0.468,52.2,68.0,7.7,Medium,Fast,3,Functions,Strings,Lists & Collections,0.521,4.0,Deep Learning
S01241,25,0.314,0.4,40.0,35.3,3.7,Medium,Slow,1,Variables,Data Types,Operators,0.193,11.4,Deep Learning
S01242,26,0.291,0.375,51.5,41.0,2.9,Easy,Slow,1,Conditionals,Loops,Functions,0.272,14.9,Deep Learning
S01243,28,0.249,0.423,48.9,44.7,1.9,Easy,Average,4,Conditionals,Loops,Functions,0.382,8.6,Deep Learning
S01244,17,0.117,0.414,41.2,43.3,3.0,Medium,Average,1,Loops,Functions,Strings,0.299,7.9,Deep Learning
S01245,24,0.742,0.503,46.3,30.6,7.8,Medium,Average,5,File I/O,Error Handling,OOP,0.557,5.5,Deep Learning
S01246,31,0.839,0.83,69.5,100.0,22.9,Medium,Fast,4,ML Basics,Neural Networks,Deep Learning,0.902,7.7,Deep Learning
S01247,21,0.229,0.571,57.0,52.0,10.2,Medium,Average,4,Functions,Strings,Lists & Collections,0.683,4.1,Deep Learning
S01248,16,0.242,0.353,36.7,11.7,7.6,Medium,Slow,5,Dictionaries,File I/O,Error Handling,0.557,13.9,Deep Learning
S01249,27,0.298,0.499,56.6,47.6,10.2,Medium,Average,3,Operators,Conditionals,Loops,0.552,6.8,Deep Learning
S01250,26,0.26,0.729,75.0,76.4,13.4,Easy,Slow,4,Functions,Strings,Lists & Collections,0.75,10.3,Deep Learning
S01251,25,0.548,0.389,46.1,30.4,8.7,Easy,Average,5,Error Handling,OOP,Data Structures,0.616,10.0,Deep Learning
S01252,22,0.334,0.73,73.3,76.0,30.0,Easy,Average,2,Complexity Analysis,NumPy,Pandas,1.0,7.0,Deep Learning
S01253,19,0.555,0.776,73.2,68.5,19.5,Medium,Fast,4,Data Structures,Recursion,Algorithms,0.852,6.9,Deep Learning
S01254,32,0.421,0.34,46.0,22.3,2.4,Hard,Average,4,Lists & Collections,Dictionaries,File I/O,0.305,14.9,Deep Learning
S01255,23,0.572,0.611,65.2,82.3,7.5,Easy,Slow,2,Data Structures,Recursion,Algorithms,0.244,20.3,Deep Learning
S01256,21,0.829,0.51,49.3,43.5,2.6,Medium,Fast,3,File I/O,Error Handling,OOP,0.344,8.4,Deep Learning
S01257,32,0.41,0.617,48.2,66.9,4.5,Medium,Fast,5,Functions,Strings,Lists & Collections,0.453,6.4,Deep Learning
S01258,19,0.76,0.766,74.1,68.8,8.2,Medium,Slow,5,Dictionaries,File I/O,Error Handling,0.441,13.4,Deep Learning
S01259,34,0.303,0.801,70.6,88.5,16.9,Hard,Fast,3,Complexity Analysis,NumPy,Pandas,0.721,6.2,Deep Learning
S01260,16,0.345,0.659,60.0,73.0,16.3,Easy,Average,3,Data Structures,Recursion,Algorithms,0.618,9.2,Deep Learning
S01261,28,0.145,0.219,13.2,27.7,2.0,Medium,Fast,3,Loops,Functions,Strings,0.349,5.0,Deep Learning
S01262,29,0.65,0.64,59.5,71.4,10.1,Hard,Fast,4,Dictionaries,File I/O,Error Handling,0.493,5.5,Deep Learning
S01263,28,0.509,0.516,55.4,57.8,6.4,Medium,Fast,4,Dictionaries,File I/O,Error Handling,0.462,8.2,Deep Learning
S01264,16,0.518,0.709,72.4,72.0,8.7,Hard,Slow,4,Lists & Collections,Dictionaries,File I/O,0.515,13.8,Deep Learning
S01265,29,0.063,0.37,50.5,46.0,6.8,Medium,Average,2,Conditionals,Loops,Functions,0.408,11.4,Deep Learning
S01266,17,0.198,0.396,36.9,32.0,12.7,Medium,Slow,4,Dictionaries,File I/O,Error Handling,0.675,13.0,Deep Learning
S01267,23,0.068,0.459,41.4,35.6,11.2,Easy,Slow,5,Conditionals,Loops,Functions,0.726,9.5,Deep Learning
S01268,22,0.201,0.419,36.1,46.0,13.0,Easy,Average,4,Dictionaries,File I/O,Error Handling,0.673,4.7,Deep Learning
S01269,18,0.758,0.654,70.4,72.2,10.5,Medium,Average,1,Complexity Analysis,NumPy,Pandas,0.558,9.6,Deep Learning
S01270,31,0.517,0.563,65.0,64.5,5.1,Hard,Slow,4,Loops,Functions,Strings,0.373,13.2,Deep Learning
S01271,28,0.599,0.557,75.0,47.4,7.9,Medium,Average,5,Dictionaries,File I/O,Error Handling,0.588,10.4,Deep Learning
S01272,30,0.491,0.697,79.1,68.7,16.9,Easy,Slow,3,Algorithms,Complexity Analysis,NumPy,0.567,18.7,Deep Learning
S01273,24,0.083,0.319,28.8,41.6,6.9,Hard,Slow,5,Conditionals,Loops,Functions,0.312,13.4,Deep Learning
S01274,38,0.52,0.587,59.4,58.8,6.8,Hard,Average,4,Loops,Functions,Strings,0.394,8.8,Deep Learning
S01275,30,0.609,0.522,60.1,53.3,9.0,Medium,Fast,5,Dictionaries,File I/O,Error Handling,0.589,7.0,Deep Learning
S01276,27,0.2,0.164,14.3,26.3,2.3,Medium,Average,4,Operators,Conditionals,Loops,0.315,7.9,Deep Learning
S01277,28,0.204,0.462,45.1,41.9,5.2,Medium,Slow,4,Strings,Lists & Collections,Dictionaries,0.428,12.2,Deep Learning
S01278,18,0.25,0.359,32.4,29.8,6.4,Hard,Fast,4,Lists & Collections,Dictionaries,File I/O,0.408,9.8,Deep Learning
S01279,28,0.605,0.773,71.3,68.7,14.5,Hard,Slow,3,Data Structures,Recursion,Algorithms,0.717,13.9,Deep Learning
S01280,19,0.343,0.559,48.9,44.7,7.0,Medium,Average,1,Loops,Functions,Strings,0.393,9.4,Deep Learning
S01281,26,0.748,0.759,69.5,71.5,16.0,Medium,Slow,2,Algorithms,Complexity Analysis,NumPy,0.664,12.3,Deep Learning
S01282,17,0.23,0.651,65.5,64.9,16.1,Medium,Fast,2,File I/O,Error Handling,OOP,0.686,6.7,Deep Learning
S01283,23,0.71,0.495,47.9,31.0,2.3,Easy,Slow,4,Strings,Lists & Collections,Dictionaries,0.367,10.4,Deep Learning
S01284,27,0.376,0.406,30.4,46.4,6.4,Medium,Average,5,File I/O,Error Handling,OOP,0.542,10.2,Deep Learning
S01285,22,0.102,0.338,32.2,51.2,7.6,Easy,Average,4,Conditionals,Loops,Functions,0.577,7.2,Deep Learning
S01286,33,0.291,0.778,70.8,82.3,24.6,Easy,Slow,1,Complexity Analysis,NumPy,Pandas,0.857,9.6,Deep Learning
S01287,32,0.378,0.362,46.6,29.9,3.8,Hard,Average,4,Operators,Conditionals,Loops,0.312,9.1,Deep Learning
S01288,27,0.151,0.416,41.2,43.3,8.4,Medium,Fast,4,Dictionaries,File I/O,Error Handling,0.53,7.0,Deep Learning
S01289,25,0.259,0.389,36.5,40.0,6.5,Easy,Fast,4,Strings,Lists & Collections,Dictionaries,0.571,3.5,Deep Learning
S01290,25,0.432,0.423,44.6,35.8,4.8,Medium,Fast,3,Loops,Functions,Strings,0.519,8.5,Deep Learning
S01291,23,0.471,0.566,54.1,64.4,8.1,Hard,Fast,1,Loops,Functions,Strings,0.374,8.1,Deep Learning
S01292,26,0.716,0.602,62.6,61.9,9.1,Easy,Average,2,Algorithms,Complexity Analysis,NumPy,0.369,11.0,Deep Learning
S01293,25,0.192,0.591,56.2,56.1,24.4,Easy,Fast,5,File I/O,Error Handling,OOP,1.0,2.7,Deep Learning
S01294,28,0.407,0.583,70.7,51.0,12.7,Medium,Fast,1,Strings,Lists & Collections,Dictionaries,0.611,5.4,Deep Learning
S01295,31,0.412,0.641,82.8,68.2,12.2,Hard,Slow,2,Functions,Strings,Lists & Collections,0.532,8.3,Deep Learning
S01296,16,0.365,0.809,74.9,79.0,30.0,Easy,Fast,1,File I/O,Error Handling,OOP,1.0,6.2,Deep Learning
S01297,16,0.326,0.703,70.0,81.3,15.5,Easy,Average,4,Error Handling,OOP,Data Structures,0.703,8.6,Deep Learning
S01298,30,0.698,0.68,66.9,69.0,18.7,Medium,Average,2,OOP,Data Structures,Recursion,0.732,9.3,Deep Learning
S01299,25,0.246,0.29,23.9,30.7,2.0,Medium,Fast,3,Variables,Data Types,Operators,0.218,3.5,Deep Learning
S01300,16,0.056,0.299,31.2,44.4,3.5,Easy,Average,5,Python Basics,Variables,Data Types,0.484,5.0,Deep Learning
S01301,27,0.286,0.923,95.8,87.3,30.0,Hard,Average,4,File I/O,Error Handling,OOP,1.0,6.6,Deep Learning
S01302,23,0.639,0.571,56.1,44.9,7.1,Hard,Average,3,Lists & Collections,Dictionaries,File I/O,0.343,14.2,Deep Learning
S01303,26,0.264,0.349,41.9,43.4,2.7,Medium,Slow,5,Lists & Collections,Dictionaries,File I/O,0.391,15.7,Deep Learning
S01304,19,0.45,0.374,39.8,21.6,4.6,Hard,Fast,1,Lists & Collections,Dictionaries,File I/O,0.371,7.9,Deep Learning
S01305,21,0.32,0.585,63.7,73.3,30.0,Easy,Slow,5,Recursion,Algorithms,Complexity Analysis,1.0,12.1,Deep Learning
S01306,39,0.522,0.496,51.1,35.1,6.2,Easy,Average,4,File I/O,Error Handling,OOP,0.405,8.6,Deep Learning
S01307,21,0.151,0.34,42.8,36.3,2.5,Hard,Slow,2,Conditionals,Loops,Functions,0.19,17.0,Deep Learning
S01308,29,0.327,0.41,49.4,36.2,10.1,Medium,Slow,2,OOP,Data Structures,Recursion,0.473,16.9,Deep Learning
S01309,22,0.49,0.521,55.1,40.2,6.2,Medium,Slow,2,Dictionaries,File I/O,Error Handling,0.493,11.3,Deep Learning
S01310,19,0.596,0.614,73.9,65.9,8.4,Medium,Fast,1,OOP,Data Structures,Recursion,0.457,7.6,Deep Learning
S01311,16,0.218,0.579,55.4,42.1,11.2,Easy,Average,5,Functions,Strings,Lists & Collections,0.681,2.4,Deep Learning
S01312,22,0.26,0.676,68.6,70.5,23.7,Easy,Slow,4,Error Handling,OOP,Data Structures,0.896,8.7,Deep Learning
S01313,17,0.491,0.374,32.1,42.2,2.8,Medium,Slow,3,Error Handling,OOP,Data Structures,0.351,15.5,Deep Learning
S01314,19,0.709,0.692,85.1,68.8,6.2,Hard,Fast,2,File I/O,Error Handling,OOP,0.306,9.4,Deep Learning
S01315,18,0.353,0.468,42.0,56.9,2.8,Medium,Fast,3,Operators,Conditionals,Loops,0.34,5.4,Deep Learning
S01316,16,0.5,0.347,37.0,31.9,5.1,Medium,Average,3,Error Handling,OOP,Data Structures,0.335,10.7,Deep Learning
S01317,21,0.343,0.439,47.1,34.8,4.8,Hard,Average,3,Strings,Lists & Collections,Dictionaries,0.314,6.9,Deep Learning
S01318,30,0.666,0.491,43.9,37.8,6.1,Easy,Slow,4,Conditionals,Loops,Functions,0.56,7.4,Deep Learning
S01319,24,0.399,0.807,72.3,62.4,16.8,Medium,Slow,1,Recursion,Algorithms,Complexity Analysis,0.73,14.2,Deep Learning
S01320,35,0.305,0.574,68.4,50.6,13.4,Medium,Slow,4,File I/O,Error Handling,OOP,0.747,10.7,Deep Learning
S01321,18,0.151,0.316,34.9,28.6,3.8,Medium,Average,1,Loops,Functions,Strings,0.253,10.0,Deep Learning
S01322,30,0.442,0.407,43.1,34.1,3.5,Easy,Fast,2,Dictionaries,File I/O,Error Handling,0.279,7.9,Deep Learning
S01323,39,0.376,0.348,42.1,21.8,2.2,Hard,Average,5,Functions,Strings,Lists & Collections,0.247,7.4,Deep Learning
S01324,17,0.491,0.6,72.6,70.3,17.6,Medium,Slow,3,Recursion,Algorithms,Complexity Analysis,0.716,11.6,Deep Learning
S01325,26,0.374,0.548,59.3,44.1,7.5,Medium,Slow,1,Strings,Lists & Collections,Dictionaries,0.333,12.5,Deep Learning
S01326,32,0.29,0.443,46.2,50.8,16.0,Hard,Slow,4,Dictionaries,File I/O,Error Handling,0.728,10.9,Deep Learning
S01327,23,0.082,0.697,65.0,60.7,17.6,Easy,Fast,1,Error Handling,OOP,Data Structures,0.698,5.5,Deep Learning
S01328,27,0.091,0.514,53.5,32.9,8.0,Medium,Average,3,Functions,Strings,Lists & Collections,0.439,7.2,Deep Learning
S01329,19,0.223,0.449,45.5,42.1,7.4,Medium,Average,4,Lists & Collections,Dictionaries,File I/O,0.469,10.0,Deep Learning
S01330,24,0.114,0.321,24.2,28.6,4.2,Medium,Fast,3,Variables,Data Types,Operators,0.272,7.2,Deep Learning
S01331,16,0.128,0.358,37.7,19.6,11.0,Hard,Slow,1,Lists & Collections,Dictionaries,File I/O,0.472,13.2,Deep Learning
S01332,23,0.566,0.421,43.8,38.4,5.9,Medium,Slow,5,Recursion,Algorithms,Complexity Analysis,0.478,18.6,Deep Learning
S01333,30,0.746,0.636,60.0,72.2,12.5,Medium,Slow,5,Recursion,Algorithms,Complexity Analysis,0.661,12.5,Deep Learning
S01334,18,0.204,0.351,33.1,31.1,1.9,Easy,Fast,1,None,Python Basics,Variables,0.249,7.2,Deep Learning
S01335,24,0.424,0.614,42.3,75.6,12.5,Medium,Fast,5,Data Structures,Recursion,Algorithms,0.725,5.4,Deep Learning
S01336,21,0.578,0.85,70.4,81.9,26.0,Easy,Average,3,OOP,Data Structures,Recursion,0.91,7.5,Deep Learning
S01337,28,0.132,0.496,46.8,40.0,13.0,Easy,Average,4,File I/O,Error Handling,OOP,0.574,9.1,Deep Learning
S01338,23,0.335,0.346,32.5,20.4,6.1,Medium,Slow,2,Lists & Collections,Dictionaries,File I/O,0.444,11.9,Deep Learning
S01339,30,0.235,0.382,34.6,37.9,4.1,Medium,Slow,5,Loops,Functions,Strings,0.415,12.0,Deep Learning
S01340,18,0.485,0.509,36.0,32.9,5.5,Easy,Slow,5,Conditionals,Loops,Functions,0.469,11.0,Deep Learning
S01341,22,0.265,0.528,60.9,42.3,12.2,Medium,Slow,4,Lists & Collections,Dictionaries,File I/O,0.638,8.1,Deep Learning
S01342,24,0.47,0.57,59.7,67.0,10.9,Easy,Average,1,File I/O,Error Handling,OOP,0.482,9.9,Deep Learning
S01343,31,0.276,0.79,71.4,99.1,17.0,Hard,Slow,5,Error Handling,OOP,Data Structures,0.756,9.0,Deep Learning
S01344,29,0.665,0.478,46.2,39.9,3.1,Medium,Fast,2,Functions,Strings,Lists & Collections,0.369,5.0,Deep Learning
S01345,30,0.56,0.668,67.7,75.3,10.9,Medium,Fast,1,NumPy,Pandas,Data Visualization,0.537,5.6,Deep Learning
S01346,17,0.276,0.294,23.4,35.2,3.2,Easy,Fast,3,Operators,Conditionals,Loops,0.364,5.1,Deep Learning
S01347,22,0.524,0.503,54.7,56.8,6.7,Medium,Average,2,Strings,Lists & Collections,Dictionaries,0.43,8.1,Deep Learning
S01348,24,0.347,0.442,49.9,43.7,7.2,Medium,Fast,4,Functions,Strings,Lists & Collections,0.53,5.9,Deep Learning
S01349,29,0.217,0.698,76.5,61.0,21.2,Medium,Average,1,NumPy,Pandas,Data Visualization,0.812,6.3,Deep Learning
S01350,27,0.238,0.397,35.3,32.1,0.5,Medium,Fast,1,Data Types,Operators,Conditionals,0.166,5.6,Deep Learning
S01351,29,0.528,0.861,82.7,91.4,25.0,Easy,Average,4,Recursion,Algorithms,Complexity Analysis,0.943,8.2,Deep Learning
S01352,28,0.363,0.425,43.5,40.5,4.8,Easy,Average,2,Functions,Strings,Lists & Collections,0.372,8.9,Deep Learning
S01353,19,0.269,0.365,42.2,45.8,5.3,Hard,Average,1,Strings,Lists & Collections,Dictionaries,0.318,11.4,Deep Learning
S01354,25,0.758,0.392,41.1,29.4,1.9,Medium,Fast,4,Strings,Lists & Collections,Dictionaries,0.246,7.1,Deep Learning
S01355,24,0.083,0.374,37.0,42.9,5.8,Hard,Slow,1,Conditionals,Loops,Functions,0.388,9.2,Deep Learning
S01356,20,0.522,0.915,81.6,96.0,16.5,Hard,Average,4,Error Handling,OOP,Data Structures,0.609,6.3,Deep Learning
S01357,29,0.526,0.615,60.1,62.6,11.9,Medium,Slow,3,Algorithms,Complexity Analysis,NumPy,0.608,13.1,Deep Learning
S01358,24,0.402,0.679,55.2,82.6,11.5,Hard,Fast,5,Lists & Collections,Dictionaries,File I/O,0.67,5.8,Deep Learning
S01359,22,0.482,0.324,33.0,30.6,1.4,Medium,Fast,3,File I/O,Error Handling,OOP,0.285,9.3,Deep Learning
S01360,25,0.482,0.638,70.0,62.5,18.9,Hard,Fast,5,Recursion,Algorithms,Complexity Analysis,0.824,8.7,Deep Learning
S01361,16,0.332,0.555,42.8,46.0,12.9,Easy,Slow,1,Dictionaries,File I/O,Error Handling,0.516,15.2,Deep Learning
S01362,28,0.703,0.588,64.8,61.6,9.9,Easy,Average,4,Algorithms,Complexity Analysis,NumPy,0.5,13.9,Deep Learning
S01363,28,0.861,0.548,57.3,64.5,6.3,Medium,Average,1,Algorithms,Complexity Analysis,NumPy,0.464,11.9,Deep Learning
S01364,19,0.401,0.781,73.4,75.3,18.9,Medium,Slow,4,Error Handling,OOP,Data Structures,0.903,8.8,Deep Learning
S01365,16,0.575,0.518,45.8,62.3,8.0,Medium,Fast,2,File I/O,Error Handling,OOP,0.539,3.2,Deep Learning
S01366,28,0.627,0.534,51.6,45.0,5.8,Medium,Average,2,Dictionaries,File I/O,Error Handling,0.349,12.2,Deep Learning
S01367,26,0.458,0.521,46.5,53.4,3.3,Medium,Average,2,Conditionals,Loops,Functions,0.333,8.6,Deep Learning
S01368,25,0.074,0.67,64.8,73.7,13.1,Medium,Fast,2,Dictionaries,File I/O,Error Handling,0.666,6.0,Deep Learning
S01369,23,0.093,0.237,21.5,31.1,1.2,Easy,Average,3,Python Basics,Variables,Data Types,0.202,8.2,Deep Learning
S01370,29,0.392,0.86,79.5,83.2,20.2,Hard,Average,4,OOP,Data Structures,Recursion,0.929,8.8,Deep Learning
S01371,30,0.33,0.385,38.3,42.6,1.3,Easy,Slow,3,Operators,Conditionals,Loops,0.306,14.2,Deep Learning
